index,date,open,high,low,close,volume
25,"2021/03/05, 05:15:00",47809.65,48132.0,47620.0,48034.28,4209.127000000182
26,"2021/03/05, 05:30:00",48034.28,48245.41,47895.1,48139.54,2475.817999999997
27,"2021/03/05, 05:45:00",48140.01,48293.74,48018.43,48237.37,1846.951999999935
28,"2021/03/05, 06:00:00",48237.37,48275.99,48020.0,48107.77,1644.5369999999339
29,"2021/03/05, 06:15:00",48106.81,48456.71,48079.4,48383.67,1656.1159999999418
30,"2021/03/05, 06:30:00",48383.67,48431.03,48091.34,48122.83,2139.2319999999618
31,"2021/03/05, 06:45:00",48122.84,48187.4,47820.0,47987.27,2055.034999999969
32,"2021/03/05, 07:00:00",47987.29,48284.21,47893.5,48230.28,2268.9039999999336
33,"2021/03/05, 07:15:00",48230.28,48234.69,47907.87,48200.0,1394.240999999954
34,"2021/03/05, 07:30:00",48199.99,48305.0,48105.0,48273.2,1533.6519999999546
35,"2021/03/05, 07:45:00",48273.2,48385.0,48265.3,48279.22,1010.421999999977
36,"2021/03/05, 08:00:00",48278.78,48334.28,48132.81,48145.46,1450.823999999961
37,"2021/03/05, 08:15:00",48145.73,48690.0,48077.48,48525.01,3358.279000000083
38,"2021/03/05, 08:30:00",48530.52,48742.33,48515.0,48515.0,1765.3849999999454
39,"2021/03/05, 08:45:00",48514.7,48576.3,48335.45,48385.77,1418.776999999966
40,"2021/03/05, 09:00:00",48385.77,48404.52,47100.0,47316.05,10332.84200000186
41,"2021/03/05, 09:15:00",47316.05,47455.0,46700.0,46926.48,9489.003000001405
42,"2021/03/05, 09:30:00",46928.83,47140.96,46573.38,46899.99,5909.259000000577
43,"2021/03/05, 09:45:00",46900.0,47060.39,46510.38,46850.0,4929.905000000298
44,"2021/03/05, 10:00:00",46849.99,47000.0,46506.0,46583.58,3963.5760000001233
45,"2021/03/05, 10:15:00",46583.58,46930.15,46320.0,46556.79,7859.34100000111
46,"2021/03/05, 10:30:00",46556.79,46826.78,46472.0,46747.13,2984.679000000071
47,"2021/03/05, 10:45:00",46749.25,46930.77,46650.51,46743.85,2600.5430000000083
48,"2021/03/05, 11:00:00",46743.85,46823.82,46405.0,46809.39,4928.137000000415
49,"2021/03/05, 11:15:00",46809.4,47043.01,46722.0,46791.88,3381.2210000000855
50,"2021/03/05, 11:30:00",46791.87,46950.0,46636.13,46770.24,2401.410999999973
51,"2021/03/05, 11:45:00",46775.93,47204.0,46763.51,47124.79,3197.428000000046
52,"2021/03/05, 12:00:00",47129.36,47279.63,46927.07,46944.11,2517.5790000000075
53,"2021/03/05, 12:15:00",46944.12,47151.82,46828.06,46997.55,2611.941000000008
54,"2021/03/05, 12:30:00",46996.93,47243.77,46948.0,47141.01,1806.2979999999557
55,"2021/03/05, 12:45:00",47141.01,47365.9,47054.01,47300.23,2391.7300000000064
56,"2021/03/05, 13:00:00",47300.22,47313.59,47091.99,47161.98,1843.8019999999547
57,"2021/03/05, 13:15:00",47161.99,47236.48,46962.75,47163.57,1951.0119999999308
58,"2021/03/05, 13:30:00",47163.58,47340.72,47120.0,47230.01,1631.3649999999714
59,"2021/03/05, 13:45:00",47230.01,47250.0,46636.0,46700.98,3529.261000000026
60,"2021/03/05, 14:00:00",46708.0,47198.13,46705.46,47036.27,3405.8560000001175
61,"2021/03/05, 14:15:00",47039.54,47080.0,46817.11,46889.83,2172.140999999957
62,"2021/03/05, 14:30:00",46887.7,47242.8,46850.31,47133.32,1934.7509999999295
63,"2021/03/05, 14:45:00",47133.33,47293.0,47050.0,47180.0,1510.8679999999556
64,"2021/03/05, 15:00:00",47180.0,47345.0,47140.01,47250.01,1826.3129999999433
65,"2021/03/05, 15:15:00",47250.0,47431.0,47030.0,47036.85,2450.880999999986
66,"2021/03/05, 15:30:00",47035.68,47450.0,46970.6,47315.73,2671.1069999999963
67,"2021/03/05, 15:45:00",47315.73,47450.0,47261.62,47400.0,1923.974999999949
68,"2021/03/05, 16:00:00",47400.0,47557.92,47394.39,47401.8,2835.1310000000476
69,"2021/03/05, 16:15:00",47401.8,47401.81,47220.0,47237.93,1928.167999999949
70,"2021/03/05, 16:30:00",47235.91,47343.29,47110.0,47181.57,2051.371999999947
71,"2021/03/05, 16:45:00",47181.58,47500.0,47021.6,47394.41,2929.665000000022
72,"2021/03/05, 17:00:00",47395.15,47512.99,47030.55,47058.65,3679.458000000182
73,"2021/03/05, 17:15:00",47058.65,47076.72,46750.0,46754.81,4595.96000000043
74,"2021/03/05, 17:30:00",46754.81,46897.97,46421.42,46623.16,5040.463000000279
75,"2021/03/05, 17:45:00",46623.15,46891.09,46533.0,46671.66,3709.913000000171
76,"2021/03/05, 18:00:00",46669.9,46899.07,46552.12,46733.71,2696.2880000000973
77,"2021/03/05, 18:15:00",46733.71,47099.34,46710.01,46861.69,2495.8689999999797
78,"2021/03/05, 18:30:00",46861.69,47028.95,46821.87,47020.0,1549.2439999999663
79,"2021/03/05, 18:45:00",47020.0,47189.99,46921.0,47083.03,2730.043000000041
80,"2021/03/05, 19:00:00",47081.31,47246.65,47061.04,47180.77,2637.686000000059
81,"2021/03/05, 19:15:00",47180.77,47229.0,47023.62,47128.56,1637.3529999999591
82,"2021/03/05, 19:30:00",47128.57,47184.99,46805.45,47091.47,2918.846000000028
83,"2021/03/05, 19:45:00",47091.48,47225.4,46985.0,47110.23,1884.2529999999579
84,"2021/03/05, 20:00:00",47110.23,47420.78,47110.23,47276.08,2803.3880000000463
85,"2021/03/05, 20:15:00",47276.09,47475.0,47270.0,47376.25,2205.3879999999854
86,"2021/03/05, 20:30:00",47376.25,47487.86,47274.02,47307.45,2182.8849999999816
87,"2021/03/05, 20:45:00",47307.45,47545.28,47280.0,47492.7,2638.620999999985
88,"2021/03/05, 21:00:00",47492.7,47899.99,47420.38,47456.69,8025.140000000696
89,"2021/03/05, 21:15:00",47456.69,47482.89,47011.0,47258.34,6410.36400000046
90,"2021/03/05, 21:30:00",47258.34,47826.42,47243.6,47740.58,4181.992000000213
91,"2021/03/05, 21:45:00",47740.58,47756.94,47507.3,47673.87,2469.4259999999977
92,"2021/03/05, 22:00:00",47673.86,48180.4,47673.86,47846.29,5333.5590000003685
93,"2021/03/05, 22:15:00",47847.88,48124.04,47762.91,48114.29,3156.514000000084
94,"2021/03/05, 22:30:00",48114.3,48148.12,47312.51,48061.39,8867.770000001063
95,"2021/03/05, 22:45:00",48061.67,48300.0,47909.0,48069.92,5957.907000000535
96,"2021/03/05, 23:00:00",48069.65,48304.0,48069.65,48209.99,3351.8320000001236
97,"2021/03/05, 23:15:00",48209.98,48640.0,48209.98,48470.1,6352.71600000081
98,"2021/03/05, 23:30:00",48470.17,48750.0,48174.18,48427.7,7109.577000000695
99,"2021/03/05, 23:45:00",48427.7,48499.22,47947.09,48139.64,6551.159000000453
100,"2021/03/06, 00:00:00",48139.92,48711.99,48139.63,48367.44,5717.833000000572
101,"2021/03/06, 00:15:00",48367.43,48574.82,48130.0,48250.01,4262.712000000236
102,"2021/03/06, 00:30:00",48250.01,48320.0,48001.9,48125.99,4511.441000000204
103,"2021/03/06, 00:45:00",48123.99,48273.65,47850.0,47888.0,4725.811000000311
104,"2021/03/06, 01:00:00",47888.11,47888.11,47501.0,47516.74,8743.939000001015
105,"2021/03/06, 01:15:00",47516.75,47673.04,47045.8,47046.52,9233.350000001674
106,"2021/03/06, 01:30:00",47049.82,47483.22,46909.55,47481.07,7825.306000000652
107,"2021/03/06, 01:45:00",47479.48,47751.42,47340.01,47671.95,5550.288000000383
108,"2021/03/06, 02:00:00",47679.89,47770.56,47350.0,47608.39,4500.147000000202
109,"2021/03/06, 02:15:00",47608.19,47980.0,47586.26,47866.82,4622.6390000002475
110,"2021/03/06, 02:30:00",47866.82,48139.73,47800.0,48081.57,3693.5750000000867
111,"2021/03/06, 02:45:00",48081.56,48250.33,47990.29,48094.05,3554.483000000076
112,"2021/03/06, 03:00:00",48094.05,48375.84,47922.57,48346.88,4283.075000000268
113,"2021/03/06, 03:15:00",48350.0,48550.0,48322.61,48522.82,3836.3840000001614
114,"2021/03/06, 03:30:00",48528.04,48543.36,48201.01,48418.17,2927.739000000124
115,"2021/03/06, 03:45:00",48418.17,48538.89,48278.77,48491.64,2369.394999999984
116,"2021/03/06, 04:00:00",48491.64,48518.84,48325.29,48469.44,1777.5869999999338
117,"2021/03/06, 04:15:00",48469.36,49100.0,48408.76,49005.67,5516.084000000425
118,"2021/03/06, 04:30:00",49000.09,49050.0,48812.43,48901.4,3076.7440000000615
119,"2021/03/06, 04:45:00",48901.41,49427.0,48846.52,49298.42,4373.859000000377
120,"2021/03/06, 05:00:00",49298.42,49470.0,48907.29,49015.0,5633.301000000652
121,"2021/03/06, 05:15:00",49013.0,49410.0,48855.0,49398.35,3338.715000000086
122,"2021/03/06, 05:30:00",49396.91,49400.0,49108.04,49170.1,2226.076999999905
123,"2021/03/06, 05:45:00",49170.09,49244.44,49012.56,49179.33,1776.8129999999483
124,"2021/03/06, 06:00:00",49179.33,49410.0,49035.0,49075.41,2496.178999999985
125,"2021/03/06, 06:15:00",49075.4,49111.12,48914.88,49006.07,1987.51399999993
126,"2021/03/06, 06:30:00",49013.41,49250.0,49008.81,49200.02,1977.4589999999569
127,"2021/03/06, 06:45:00",49207.59,49243.02,49010.0,49059.99,1364.3409999999542
128,"2021/03/06, 07:00:00",49059.99,49350.0,49059.99,49168.17,1978.4159999999142
129,"2021/03/06, 07:15:00",49168.16,49278.99,49050.0,49057.1,1122.4779999999623
130,"2021/03/06, 07:30:00",49057.1,49350.0,48711.01,49338.55,3453.2000000000253
131,"2021/03/06, 07:45:00",49335.91,49425.54,49000.0,49088.58,2738.640999999992
132,"2021/03/06, 08:00:00",49088.58,49181.39,48724.01,48862.45,2325.850999999946
133,"2021/03/06, 08:15:00",48862.45,48936.17,48622.0,48780.8,2322.4849999999547
134,"2021/03/06, 08:30:00",48778.32,48856.0,48720.0,48791.18,1623.8489999999617
135,"2021/03/06, 08:45:00",48791.18,49018.54,48724.13,48770.57,1927.2619999999408
136,"2021/03/06, 09:00:00",48772.68,49150.0,48772.67,49088.24,3047.9210000000567
137,"2021/03/06, 09:15:00",49089.24,49141.31,48950.28,49141.31,1448.893999999948
138,"2021/03/06, 09:30:00",49142.22,49174.0,48920.0,48957.88,1441.9969999999516
139,"2021/03/06, 09:45:00",48957.89,48982.72,48689.0,48825.58,2237.1429999999464
140,"2021/03/06, 10:00:00",48825.58,48920.0,48526.87,48667.61,2227.3629999999443
141,"2021/03/06, 10:15:00",48667.6,48747.0,48600.0,48636.69,1261.382999999962
142,"2021/03/06, 10:30:00",48636.69,48750.0,48565.0,48671.0,1333.4069999999592
143,"2021/03/06, 10:45:00",48671.0,48825.79,48610.93,48658.54,1119.5469999999723
144,"2021/03/06, 11:00:00",48658.55,48667.99,48213.0,48374.11,2518.216999999965
145,"2021/03/06, 11:15:00",48369.62,48550.63,48360.02,48518.14,1101.2099999999652
146,"2021/03/06, 11:30:00",48518.13,48726.64,48490.03,48627.2,1008.2839999999637
147,"2021/03/06, 11:45:00",48627.21,48750.0,48550.0,48734.64,817.8099999999808
148,"2021/03/06, 12:00:00",48734.64,48743.0,48581.75,48688.21,837.458999999975
149,"2021/03/06, 12:15:00",48688.22,48711.46,48502.33,48683.36,976.1669999999773
150,"2021/03/06, 12:30:00",48683.36,48731.79,48435.0,48569.86,1395.9929999999479
151,"2021/03/06, 12:45:00",48567.62,48826.25,48539.18,48676.99,1711.8249999999305
152,"2021/03/06, 13:00:00",48676.99,48700.0,48300.0,48469.96,2591.8889999999933
153,"2021/03/06, 13:15:00",48468.13,48480.0,48115.0,48283.1,2886.1610000000383
154,"2021/03/06, 13:30:00",48283.11,48401.92,48250.7,48270.31,1397.3509999999685
155,"2021/03/06, 13:45:00",48273.6,48543.2,48233.88,48485.0,1838.277999999946
156,"2021/03/06, 14:00:00",48485.0,48588.0,48220.61,48268.48,1750.695999999947
157,"2021/03/06, 14:15:00",48264.41,48537.59,48250.35,48455.99,1149.610999999962
158,"2021/03/06, 14:30:00",48455.99,48875.79,48455.99,48723.61,2888.108999999995
159,"2021/03/06, 14:45:00",48723.62,48727.6,48463.37,48510.4,2403.4719999999156
160,"2021/03/06, 15:00:00",48510.4,48865.6,48510.39,48753.09,2524.7430000000354
161,"2021/03/06, 15:15:00",48753.09,48973.98,48741.18,48837.16,2191.6949999999633
162,"2021/03/06, 15:30:00",48837.16,48890.69,48724.36,48838.96,1572.4979999999503
163,"2021/03/06, 15:45:00",48838.84,48953.51,48838.83,48930.08,1038.2869999999746
164,"2021/03/06, 16:00:00",48930.08,48994.0,48776.0,48848.01,1301.6309999999505
165,"2021/03/06, 16:15:00",48846.81,49149.58,48846.8,49056.98,2791.424999999965
166,"2021/03/06, 16:30:00",49054.41,49063.3,48950.0,48956.71,1176.4979999999787
167,"2021/03/06, 16:45:00",48956.71,49033.0,48800.0,48833.21,1516.848999999969
168,"2021/03/06, 17:00:00",48833.2,49139.95,48806.32,48897.21,2059.8339999999307
169,"2021/03/06, 17:15:00",48897.2,49061.6,48856.7,48860.15,1360.2109999999548
170,"2021/03/06, 17:30:00",48860.16,49004.3,48626.04,48734.91,2065.616999999935
171,"2021/03/06, 17:45:00",48734.73,48847.44,48634.41,48678.41,2086.279999999952
172,"2021/03/06, 18:00:00",48678.4,48817.0,48610.13,48693.19,1723.8639999999423
173,"2021/03/06, 18:15:00",48693.19,48778.11,48401.17,48498.82,2665.0809999999683
174,"2021/03/06, 18:30:00",48499.87,48593.22,48329.54,48410.72,2487.6989999999496
175,"2021/03/06, 18:45:00",48405.23,48449.0,48301.43,48363.45,1965.417999999937
176,"2021/03/06, 19:00:00",48363.46,48514.89,48320.0,48367.73,1917.4149999999288
177,"2021/03/06, 19:15:00",48367.73,48437.17,48260.0,48365.24,1511.884999999937
178,"2021/03/06, 19:30:00",48365.24,48428.89,48271.0,48348.57,1299.5009999999552
179,"2021/03/06, 19:45:00",48348.57,48348.57,47933.0,48053.62,4470.352000000107
180,"2021/03/06, 20:00:00",48053.63,48286.0,48006.0,48161.1,2142.0379999999427
181,"2021/03/06, 20:15:00",48158.5,48267.27,48070.0,48179.8,1488.2109999999443
182,"2021/03/06, 20:30:00",48179.81,48256.66,48100.0,48162.23,1638.5939999999423
183,"2021/03/06, 20:45:00",48162.24,48346.15,48150.0,48185.05,1876.5569999999454
184,"2021/03/06, 21:00:00",48182.34,48224.14,47630.0,47745.72,6611.098000000693
185,"2021/03/06, 21:15:00",47750.0,47798.44,47551.05,47684.44,4153.714000000136
186,"2021/03/06, 21:30:00",47684.44,47850.0,47610.01,47790.85,2395.126999999958
187,"2021/03/06, 21:45:00",47790.84,47797.85,47435.0,47696.76,3653.8760000000634
188,"2021/03/06, 22:00:00",47696.75,47779.0,47530.8,47550.87,2361.1189999999624
189,"2021/03/06, 22:15:00",47550.88,47584.03,47090.0,47227.81,6043.479000000725
190,"2021/03/06, 22:30:00",47228.31,47440.0,47140.02,47339.12,3569.1450000001514
191,"2021/03/06, 22:45:00",47339.84,47492.96,47264.69,47350.0,2368.764999999967
192,"2021/03/06, 23:00:00",47350.0,47618.0,47220.02,47480.01,3562.235000000108
193,"2021/03/06, 23:15:00",47480.01,47578.97,47403.9,47444.0,1979.1509999999455
194,"2021/03/06, 23:30:00",47444.01,47587.93,47330.82,47472.48,1871.3049999999275
195,"2021/03/06, 23:45:00",47472.49,47752.38,47447.52,47570.61,3405.614000000025
196,"2021/03/07, 00:00:00",47570.62,47662.89,47480.07,47576.61,2154.488999999942
197,"2021/03/07, 00:15:00",47576.6,47655.7,47391.56,47616.53,2076.3559999998974
198,"2021/03/07, 00:30:00",47616.52,47723.34,47511.28,47658.55,1812.2489999999468
199,"2021/03/07, 00:45:00",47658.36,47676.66,47255.0,47284.11,2341.060999999945
200,"2021/03/07, 01:00:00",47282.01,47852.0,47138.01,47805.98,5815.96500000047
201,"2021/03/07, 01:15:00",47805.98,47950.0,47740.8,47765.0,3534.907000000068
202,"2021/03/07, 01:30:00",47765.0,47839.75,47551.0,47697.26,3059.362000000036
203,"2021/03/07, 01:45:00",47697.73,47851.0,47671.98,47766.99,2374.7569999999746
204,"2021/03/07, 02:00:00",47766.99,47843.97,47660.0,47755.99,1563.3219999999403
205,"2021/03/07, 02:15:00",47756.0,48207.65,47703.73,48178.92,3967.636999999973
206,"2021/03/07, 02:30:00",48178.88,48450.0,48176.51,48190.0,4480.927000000124
207,"2021/03/07, 02:45:00",48190.01,48333.2,47957.01,48248.36,3358.0509999999945
208,"2021/03/07, 03:00:00",48248.36,48400.0,48208.2,48252.72,2415.521999999952
209,"2021/03/07, 03:15:00",48252.38,48347.0,48120.0,48346.38,1726.3569999999393
210,"2021/03/07, 03:30:00",48346.37,48664.0,48277.89,48556.1,3226.1960000000354
211,"2021/03/07, 03:45:00",48556.11,48575.6,48380.0,48479.48,1666.100999999928
212,"2021/03/07, 04:00:00",48479.48,48479.49,48255.15,48345.03,1775.073999999943
213,"2021/03/07, 04:15:00",48347.73,48487.8,48300.0,48486.48,1130.9819999999643
214,"2021/03/07, 04:30:00",48486.47,48713.74,48380.0,48483.64,2277.078999999948
215,"2021/03/07, 04:45:00",48483.64,48600.0,48353.45,48356.88,1401.0439999999542
216,"2021/03/07, 05:00:00",48361.33,48584.95,48361.33,48560.21,1687.6609999999382
217,"2021/03/07, 05:15:00",48560.2,48767.54,48478.79,48555.2,2491.456999999968
218,"2021/03/07, 05:30:00",48555.21,48627.15,48346.06,48418.84,1653.1249999999457
219,"2021/03/07, 05:45:00",48417.46,48567.39,48253.25,48538.66,2268.8109999999533
220,"2021/03/07, 06:00:00",48538.66,48650.0,48420.03,48430.85,1616.298999999935
221,"2021/03/07, 06:15:00",48430.85,48510.07,48291.5,48500.01,1641.2979999999393
222,"2021/03/07, 06:30:00",48500.01,48746.72,48500.01,48711.1,2350.519999999967
223,"2021/03/07, 06:45:00",48711.1,48740.0,48524.47,48588.15,2213.343999999981
224,"2021/03/07, 07:00:00",48589.77,48700.0,48550.0,48551.36,951.9239999999767
225,"2021/03/07, 07:15:00",48551.36,48734.26,48463.0,48721.68,1184.3939999999561
226,"2021/03/07, 07:30:00",48721.68,49253.63,48721.68,48910.0,5372.472000000393
227,"2021/03/07, 07:45:00",48910.0,49100.0,48899.0,48935.29,2446.9339999999597
228,"2021/03/07, 08:00:00",48936.34,49016.38,48833.4,48850.0,1854.0529999999458
229,"2021/03/07, 08:15:00",48850.01,49040.04,48850.01,49002.4,1186.9399999999666
230,"2021/03/07, 08:30:00",49002.39,49147.84,48950.0,49099.0,1533.4869999999598
231,"2021/03/07, 08:45:00",49098.99,49119.95,48819.03,48908.21,1846.2909999999501
232,"2021/03/07, 09:00:00",48908.21,49183.86,48908.21,49095.33,2415.1519999999487
233,"2021/03/07, 09:15:00",49097.22,49363.84,49050.04,49219.27,2447.105999999963
234,"2021/03/07, 09:30:00",49219.08,49245.0,49028.0,49038.61,1590.4529999999493
235,"2021/03/07, 09:45:00",49037.88,49259.89,49005.16,49214.15,1449.6709999999518
236,"2021/03/07, 10:00:00",49214.14,49400.0,49080.41,49184.92,2458.5009999999875
237,"2021/03/07, 10:15:00",49184.91,49213.94,49065.0,49189.03,1530.0649999999584
238,"2021/03/07, 10:30:00",49189.02,49500.0,49183.17,49395.98,2965.0490000000204
239,"2021/03/07, 10:45:00",49395.98,49420.0,49015.67,49140.96,2241.2069999999494
240,"2021/03/07, 11:00:00",49140.95,49245.0,49070.0,49222.98,1667.1359999999504
241,"2021/03/07, 11:15:00",49222.97,49732.88,49211.29,49552.1,4084.6440000001476
242,"2021/03/07, 11:30:00",49549.9,49865.0,49549.9,49652.82,3194.2320000000877
243,"2021/03/07, 11:45:00",49652.81,49760.0,49520.0,49583.97,2370.8999999999683
244,"2021/03/07, 12:00:00",49583.96,49937.8,49575.62,49631.98,3284.758000000077
245,"2021/03/07, 12:15:00",49631.98,49760.0,49590.0,49708.05,1504.3089999999559
246,"2021/03/07, 12:30:00",49708.05,49758.29,49600.0,49742.88,1496.5209999999543
247,"2021/03/07, 12:45:00",49742.87,49780.0,49460.0,49582.55,2090.112999999947
248,"2021/03/07, 13:00:00",49582.55,49700.0,49519.11,49521.1,1768.4969999999596
249,"2021/03/07, 13:15:00",49521.1,49688.14,49330.0,49386.01,2425.328000000004
250,"2021/03/07, 13:30:00",49386.01,49551.98,49386.01,49489.98,1986.3519999999683
251,"2021/03/07, 13:45:00",49489.97,49570.0,49459.31,49459.31,1597.965999999962
252,"2021/03/07, 14:00:00",49459.32,49492.77,49130.0,49220.02,3480.8240000001356
253,"2021/03/07, 14:15:00",49220.03,49361.34,49211.0,49332.99,1691.8549999999605
254,"2021/03/07, 14:30:00",49332.99,49423.62,49156.97,49395.68,1941.3259999999432
255,"2021/03/07, 14:45:00",49395.68,49426.35,49306.23,49387.49,933.6439999999816
256,"2021/03/07, 15:00:00",49387.5,49444.19,49190.0,49255.01,2000.6909999999307
257,"2021/03/07, 15:15:00",49255.01,49390.0,49189.47,49340.68,1131.4329999999686
258,"2021/03/07, 15:30:00",49340.69,49489.99,49322.98,49469.78,1398.6539999999611
259,"2021/03/07, 15:45:00",49479.17,49690.0,49465.62,49488.88,2874.654000000069
260,"2021/03/07, 16:00:00",49489.3,49555.03,49342.07,49462.28,1504.8299999999554
261,"2021/03/07, 16:15:00",49460.94,49629.95,49374.0,49620.47,1273.9689999999737
262,"2021/03/07, 16:30:00",49621.5,49750.0,49543.3,49590.01,1708.2159999999346
263,"2021/03/07, 16:45:00",49590.0,50232.81,49590.0,50084.61,5281.119000000441
264,"2021/03/07, 17:00:00",50084.61,50778.41,50082.48,50527.92,8974.069000001939
265,"2021/03/07, 17:15:00",50527.92,50873.01,50436.13,50595.34,5194.104000000655
266,"2021/03/07, 17:30:00",50595.33,50699.0,50520.0,50585.3,1902.4039999999018
267,"2021/03/07, 17:45:00",50585.29,50634.0,50422.79,50434.19,2446.877999999968
268,"2021/03/07, 18:00:00",50429.99,50650.0,50426.15,50624.99,1748.7549999999248
269,"2021/03/07, 18:15:00",50625.0,50932.55,50561.94,50802.22,5378.546000000619
270,"2021/03/07, 18:30:00",50801.32,51200.0,50707.42,51063.64,5166.937000000587
271,"2021/03/07, 18:45:00",51063.63,51065.5,50800.0,50961.29,3723.8580000002453
272,"2021/03/07, 19:00:00",50961.28,51008.98,50803.37,50925.52,2124.2789999999513
273,"2021/03/07, 19:15:00",50925.53,50929.0,50681.33,50736.93,2426.8079999999773
274,"2021/03/07, 19:30:00",50740.23,50848.67,50510.0,50530.11,3693.946000000135
275,"2021/03/07, 19:45:00",50530.1,50748.0,50530.1,50665.63,2829.506000000081
276,"2021/03/07, 20:00:00",50665.63,50689.98,50532.17,50651.89,1705.929999999949
277,"2021/03/07, 20:15:00",50651.89,50866.48,50587.0,50678.21,2431.509999999989
278,"2021/03/07, 20:30:00",50678.2,50931.0,50670.0,50791.0,2307.0729999999853
279,"2021/03/07, 20:45:00",50791.0,50827.25,50556.0,50745.34,1911.4609999999295
280,"2021/03/07, 21:00:00",50745.73,50841.0,50655.89,50795.55,1807.412999999896
281,"2021/03/07, 21:15:00",50795.55,50798.74,50445.0,50528.76,2906.966000000087
282,"2021/03/07, 21:30:00",50528.75,50764.0,50517.84,50740.0,1943.7059999999244
283,"2021/03/07, 21:45:00",50739.99,50870.0,50602.49,50773.07,2288.1629999999645
284,"2021/03/07, 22:00:00",50773.08,50810.78,50662.19,50675.99,1568.9519999999443
285,"2021/03/07, 22:15:00",50675.99,50764.82,50550.0,50723.15,1532.5079999999489
286,"2021/03/07, 22:30:00",50723.14,50780.0,50619.8,50774.85,1199.6829999999552
287,"2021/03/07, 22:45:00",50777.68,50900.0,50639.99,50785.15,2112.7369999999296
288,"2021/03/07, 23:00:00",50785.14,51326.53,50725.58,50817.44,6641.7510000013135
289,"2021/03/07, 23:15:00",50817.43,50880.0,50162.23,50435.52,9192.043000002317
290,"2021/03/07, 23:30:00",50433.99,50555.0,50275.37,50484.0,3339.608000000124
291,"2021/03/07, 23:45:00",50484.01,50688.0,50481.51,50679.25,2515.957000000018
292,"2021/03/08, 00:00:00",50686.09,50688.82,50460.0,50654.0,1869.0089999999332
293,"2021/03/08, 00:15:00",50653.86,50872.61,50640.84,50658.3,2726.9960000000297
294,"2021/03/08, 00:30:00",50662.16,50751.0,50411.7,50518.78,2320.5289999999923
295,"2021/03/08, 00:45:00",50518.77,50643.67,50500.0,50618.66,1377.287999999948
296,"2021/03/08, 01:00:00",50618.65,51061.25,50618.65,50876.71,4597.193000000548
297,"2021/03/08, 01:15:00",50876.72,50987.03,50770.82,50794.91,2071.0399999999177
298,"2021/03/08, 01:30:00",50796.59,51137.73,50796.21,51110.0,2781.753000000043
299,"2021/03/08, 01:45:00",51109.99,51250.0,51073.05,51208.77,640.5479999999892
